Company Name,Job Title,Salaries Reported,Location, Gross Salary 
Precifab Technologies,Data Scientist,1,Bangalore," 1,191.95 "
Flip Robo,Data Scientist,1,Bangalore," 1,191.95 "
Speridian Technologies,Data Scientist,1,Bangalore," 1,191.95 "
Target,Data Scientist,1,Bangalore," 1,191.95 "
down to up,Data Scientist,1,Bangalore," 1,191.95 "
lnterplast,Data Scientist,1,Bangalore," 1,191.95 "
Lucidity Consulting Group,Data Scientist,1,Bangalore," 1,191.95 "
Furlenco,Data Scientist,1,Bangalore," 1,191.95 "
Automation Engineering,Data Scientist,1,Bangalore," 1,191.95 "
Eigenlytics,Data Scientist,1,Bangalore," 1,191.95 "
AdWyze,Data Scientist,1,Bangalore," 1,191.95 "
Amara Raja,Data Scientist,1,Bangalore," 1,191.95 "
Allianz,Data Scientist,1,Bangalore," 1,191.95 "
First Student,Data Scientist,1,Bangalore," 1,191.95 "
College Internship Program,Data Scientist,1,Bangalore," 1,191.95 "
NeenOpal,Data Scientist,1,Bangalore," 1,191.95 "
Maruti Suzuki,Data Scientist,1,Bangalore," 1,191.95 "
Indian Statistical Institute,Data Scientist,1,Bangalore," 1,191.95 "
InnovatorsBay,Data Scientist,1,Bangalore," 1,191.95 "
HT Media,Data Scientist,1,Bangalore," 1,191.95 "
Jupiter Money,Data Scientist,1,Bangalore," 1,191.95 "
Capital One,Data Scientist,1,Bangalore," 1,191.95 "
Litifer,Data Scientist,1,Bangalore," 1,191.95 "
D&B Technologies,Data Scientist,1,Bangalore," 1,191.95 "
Rapido,Data Scientist,1,Bangalore," 1,191.95 "
IceCream Labs,Data Scientist,1,Bangalore," 1,191.95 "
Cognizant,Data Scientist,1,Bangalore," 1,191.95 "
Webi7,Data Scientist,1,Bangalore," 1,191.95 "
Prakshep,Data Scientist,1,Bangalore," 1,191.95 "
American Express,Data Scientist,1,Bangalore," 1,191.95 "
ABC Tech,Data Scientist,1,Bangalore," 1,191.95 "
Siemens Healthineers,Data Scientist,1,Bangalore," 1,191.95 "
Almug,Data Scientist,1,Bangalore," 1,191.95 "
Refinitiv,Data Scientist,1,Bangalore," 1,191.95 "
AMPROVIT TECHNOLOGIES,Data Scientist,1,Bangalore," 1,191.95 "
BCA,Data Scientist,1,Bangalore," 1,191.95 "
VJTI,Data Scientist,1,Bangalore," 1,191.95 "
VE Commercial Vehicles,Data Scientist,1,Bangalore," 1,191.95 "
OnlyGroup Healthcare,Data Scientist,1,Bangalore," 1,191.95 "
ABC,Data Scientist,3,Pune," 3,575.85 "
HCL Technologies,Data Scientist,2,Pune," 2,383.90 "
Fresher,Data Scientist,2,Pune," 2,383.90 "
ADP,Data Scientist,2,Pune," 2,383.90 "
Vyom Labs,Data Scientist,2,Pune," 2,383.90 "
Knorex,Data Scientist,2,Pune," 2,383.90 "
ThinkBridge,Data Scientist,2,Pune," 2,383.90 "
Coditation Systems,Data Scientist,2,Pune," 2,383.90 "
Fusion Practices,Data Scientist,2,Pune," 2,383.90 "
Tata Consultancy Services,Data Scientist,1,Pune," 1,191.95 "
Fresher,Data Scientist,1,Pune," 1,191.95 "
Larsen & Toubro,Data Scientist,1,Pune," 1,191.95 "
Siemens,Data Scientist,1,Pune," 1,191.95 "
BNY Mellon,Data Scientist,1,Pune," 1,191.95 "
Sokrati,Data Scientist,1,Pune," 1,191.95 "
FirstCry com,Data Scientist,1,Pune," 1,191.95 "
Maxgen Technologies,Data Scientist,1,Pune," 1,191.95 "
Michelin,Data Scientist,1,Pune," 1,191.95 "
Datametica,Data Scientist,1,Pune," 1,191.95 "
Innoplexus,Data Scientist,1,Pune," 1,191.95 "
Goodwill,Data Scientist,1,Pune," 1,191.95 "
Verificient Technologies,Data Scientist,1,Pune," 1,191.95 "
Pratham,Data Scientist,1,Pune," 1,191.95 "
advids.co,Data Scientist,1,Pune," 1,191.95 "
MIT World Peace University,Data Scientist,1,Pune," 1,191.95 "
iNeuron,Data Scientist,1,Pune," 1,191.95 "
AAKASH,Data Scientist,1,Pune," 1,191.95 "
Ascentrik Research Services,Data Scientist,1,Pune," 1,191.95 "
Helpshift,Data Scientist,1,Pune," 1,191.95 "
ThinkBumblebee Analytics,Data Scientist,1,Pune," 1,191.95 "
Innodatatics,Data Scientist,1,Pune," 1,191.95 "
Yagna iQ,Data Scientist,1,Pune," 1,191.95 "
Cloud Counselage,Data Scientist,1,Pune," 1,191.95 "
American Student Assistance,Data Scientist,1,Pune," 1,191.95 "
Pantech Solutions,Data Scientist,1,Pune," 1,191.95 "
Kudos Finance and Investments,Data Scientist,1,Pune," 1,191.95 "
Entrepreneurs' Organization,Data Scientist,1,Pune," 1,191.95 "
Neo Media World,Data Scientist,1,Pune," 1,191.95 "
Samyak Software,Data Scientist,1,Pune," 1,191.95 "
Meals on Wheels America,Data Scientist,1,Pune," 1,191.95 "
Algoritmo (Singapore),Data Scientist,1,Pune," 1,191.95 "
Klugheit Software,Data Scientist,1,Pune," 1,191.95 "
GoKhana,Data Scientist,1,Pune," 1,191.95 "
Kushim,Data Scientist,1,Pune," 1,191.95 "
Kp techobriks,Data Scientist,1,Pune," 1,191.95 "
Reckon Data Solutions,Data Scientist,1,Pune," 1,191.95 "
Coriolis Technologies,Data Science,3,Pune," 3,575.85 "
Schlumberger,Data Science,2,Pune," 2,383.90 "
Wolters Kluwer,Data Science,2,Pune," 2,383.90 "
Innoplexus,Data Science,2,Pune," 2,383.90 "
EarlySalary.com,Data Science,2,Pune," 2,383.90 "
Express Analytics,Data Science,2,Pune," 2,383.90 "
Maxgen Technologies,Junior Data Scientist,2,Pune," 2,383.90 "
Abzooba,Data Scientist - Trainee,2,Pune," 2,383.90 "
Mahindra,Data Science,1,Pune," 1,191.95 "
KPIT Technologies,Data Science,1,Pune," 1,191.95 "
BNY Mellon,Data Science,1,Pune," 1,191.95 "
Bajaj Finance,Data Science,1,Pune," 1,191.95 "
JLL,Data Science,1,Pune," 1,191.95 "
Eaton,Data Science,1,Pune," 1,191.95 "
HT Media,Data Science,1,Pune," 1,191.95 "
Maxgen Technologies,Data Science,1,Pune," 1,191.95 "
Faurecia,Data Science,1,Pune," 1,191.95 "
Manipal University,Data Science,1,Pune," 1,191.95 "
Merkle,Data Science,1,Pune," 1,191.95 "
Datametica,Data Science,1,Pune," 1,191.95 "
Subway,Data Science,1,Pune," 1,191.95 "
Aera Technology,Data Science,1,Pune," 1,191.95 "
Fresh Gravity,Data Science,1,Pune," 1,191.95 "
Apptware,Data Science,1,Pune," 1,191.95 "
Ecozen Solutions,Data Science,1,Pune," 1,191.95 "
Aventior,Data Science,1,Pune," 1,191.95 "
Solytics Partners,Data Science,1,Pune," 1,191.95 "
DemandMatrix,Data Science,1,Pune," 1,191.95 "
Comsense Technologies,Data Science,1,Pune," 1,191.95 "
Unscrambl,Data Science,1,Pune," 1,191.95 "
vPhrase,Senior Data Scientist,1,Pune," 1,191.95 "
Tata Consultancy Services,Junior Data Scientist,1,Pune," 1,191.95 "
Groots (India),Junior Data Scientist,1,Pune," 1,191.95 "
First Student,Data Scientist,6,Hyderabad," 7,151.70 "
Yash Technologies,Data Scientist,4,Hyderabad," 4,767.80 "
DataScientest,Data Scientist,4,Hyderabad," 4,767.80 "
Microsoft,Data Scientist,3,Hyderabad," 3,575.85 "
Jio,Data Scientist,3,Hyderabad," 3,575.85 "
First Student,Data Scientist,2,Hyderabad," 2,383.90 "
SpringML,Data Scientist,2,Hyderabad," 2,383.90 "
My Ally,Data Scientist,2,Hyderabad," 2,383.90 "
RisingRoot Technologies,Data Scientist,2,Hyderabad," 2,383.90 "
Human Network,Data Scientist,2,Hyderabad," 2,383.90 "
SysBasis Solutions,Data Scientist,2,Hyderabad," 2,383.90 "
ABC,Data Scientist,1,Hyderabad," 1,191.95 "
Mu Sigma,Data Scientist,1,Hyderabad," 1,191.95 "
Novartis,Data Scientist,1,Hyderabad," 1,191.95 "
DBS Bank,Data Scientist,1,Hyderabad," 1,191.95 "
GS Lab,Data Scientist,1,Hyderabad," 1,191.95 "
Verzeo,Data Scientist,1,Hyderabad," 1,191.95 "
Karvy Group,Data Scientist,1,Hyderabad," 1,191.95 "
SoCtronics,Data Scientist,1,Hyderabad," 1,191.95 "
Micron Technology,Data Scientist,1,Hyderabad," 1,191.95 "
Don't Know,Data Scientist,1,Hyderabad," 1,191.95 "
ZF Group,Data Scientist,1,Hyderabad," 1,191.95 "
Indian School of Business,Data Scientist,1,Hyderabad," 1,191.95 "
XYZ Pvt LTD,Data Scientist,1,Hyderabad," 1,191.95 "
Molecular Connections,Data Scientist,1,Hyderabad," 1,191.95 "
Tech Data,Data Scientist,1,Hyderabad," 1,191.95 "
Gramener,Data Scientist,1,Hyderabad," 1,191.95 "
MOURI Tech,Data Scientist,1,Hyderabad," 1,191.95 "
Techolution,Data Scientist,1,Hyderabad," 1,191.95 "
Fresher,Data Scientist,7,New Delhi," 8,343.65 "
Vidooly Media Tech,Data Scientist,6,New Delhi," 7,151.70 "
First Student,Data Scientist,4,New Delhi," 4,767.80 "
Tata Consultancy Services,Data Scientist,3,New Delhi," 3,575.85 "
Accenture,Data Scientist,3,New Delhi," 3,575.85 "
Blackcoffer,Data Scientist,3,New Delhi," 3,575.85 "
LTI,Data Scientist,2,New Delhi," 2,383.90 "
Microsoft,Data Scientist,2,New Delhi," 2,383.90 "
Larsen & Toubro,Data Scientist,2,New Delhi," 2,383.90 "
Google,Data Scientist,2,New Delhi," 2,383.90 "
DONE by NONE,Data Scientist,2,New Delhi," 2,383.90 "
DONE by NONE,Data Scientist,2,New Delhi," 2,383.90 "
OYO,Data Scientist,2,New Delhi," 2,383.90 "
Nielsen,Data Scientist,2,New Delhi," 2,383.90 "
Aptara,Data Scientist,2,New Delhi," 2,383.90 "
Denave,Data Scientist,2,New Delhi," 2,383.90 "
The Sparks Foundation,Data Scientist,2,New Delhi," 2,383.90 "
Elucidata (MA),Data Scientist,2,New Delhi," 2,383.90 "
Atlan,Data Scientist,2,New Delhi," 2,383.90 "
Analytics Vidhya,Data Scientist,2,New Delhi," 2,383.90 "
ABSAS Solutions,Data Scientist,2,New Delhi," 2,383.90 "
Blue Sky Analytics,Data Scientist,2,New Delhi," 2,383.90 "
Innowatts,Data Scientist,2,New Delhi," 2,383.90 "
SimplifyVMS,Data Scientist,2,New Delhi," 2,383.90 "
Infosys,Data Scientist,1,New Delhi," 1,191.95 "
Tech Mahindra,Data Scientist,1,New Delhi," 1,191.95 "
ICICI Bank,Data Scientist,1,New Delhi," 1,191.95 "
DXC Technology,Data Scientist,1,New Delhi," 1,191.95 "
ABC,Data Scientist,1,New Delhi," 1,191.95 "
Wipro Technologies,Data Scientist,1,New Delhi," 1,191.95 "
Teleperformance,Data Scientist,1,New Delhi," 1,191.95 "
WNS,Data Scientist,1,New Delhi," 1,191.95 "
EMPLOYERS,Data Scientist,1,New Delhi," 1,191.95 "
Cyient,Data Scientist,1,New Delhi," 1,191.95 "
Self Opportunity,Data Scientist,1,New Delhi," 1,191.95 "
Optum,Data Scientist,1,New Delhi," 1,191.95 "
HighRadius,Data Scientist,1,New Delhi," 1,191.95 "
Intellect Design Arena,Data Scientist,1,New Delhi," 1,191.95 "
Infogain,Data Scientist,1,New Delhi," 1,191.95 "
Government of India,Data Scientist,1,New Delhi," 1,191.95 "
Amadeus,Data Scientist,1,New Delhi," 1,191.95 "
Delhivery,Data Scientist,1,New Delhi," 1,191.95 "
iEnergizer,Data Scientist,1,New Delhi," 1,191.95 "
DataScientest,Data Scientist,4,Mumbai," 4,767.80 "
Wipro,Data Scientist,3,Mumbai," 3,575.85 "
Piramal Enterprises,Data Scientist,3,Mumbai," 3,575.85 "
Tata Consultancy Services,Data Scientist,2,Mumbai," 2,383.90 "
Fresher,Data Scientist,2,Mumbai," 2,383.90 "
ICICI Bank,Data Scientist,2,Mumbai," 2,383.90 "
Kotak Mahindra,Data Scientist,2,Mumbai," 2,383.90 "
HERE Technologies,Data Scientist,2,Mumbai," 2,383.90 "
Fractal,Data Scientist,2,Mumbai," 2,383.90 "
Hdfc,Data Scientist,2,Mumbai," 2,383.90 "
Kissht,Data Scientist,2,Mumbai," 2,383.90 "
SMEcorner,Data Scientist,2,Mumbai," 2,383.90 "
Quantsapp,Data Scientist,2,Mumbai," 2,383.90 "
Arohi Operations,Data Scientist,2,Mumbai," 2,383.90 "
Microsoft,Data Scientist,1,Mumbai," 1,191.95 "
J.P. Morgan,Data Scientist,1,Mumbai," 1,191.95 "
Cisco Systems,Data Scientist,1,Mumbai," 1,191.95 "
Capgemini Engineering,Data Scientist,1,Mumbai," 1,191.95 "
L&T Technology Services,Data Scientist,1,Mumbai," 1,191.95 "
Nones,Data Scientist,1,Mumbai," 1,191.95 "
Tata Motors,Data Scientist,1,Mumbai," 1,191.95 "
Intel Corporation,Data Scientist,1,Mumbai," 1,191.95 "
Mahindra,Data Scientist,1,Mumbai," 1,191.95 "
Morgan Stanley,Data Scientist,1,Mumbai," 1,191.95 "
Self Opportunity,Data Scientist,1,Mumbai," 1,191.95 "
Toppr.com,Data Scientist,1,Mumbai," 1,191.95 "
Quantiphi,Data Scientist,1,Mumbai," 1,191.95 "
Nomura Holdings,Data Scientist,1,Mumbai," 1,191.95 "
Indian Institute of Technology Bombay,Data Scientist,1,Mumbai," 1,191.95 "
Nestlé,Data Scientist,1,Mumbai," 1,191.95 "
Bristlecone,Data Scientist,1,Mumbai," 1,191.95 "
Angel One,Data Scientist,1,Mumbai," 1,191.95 "
IIT Kharagpur,Data Scientist,1,Mumbai," 1,191.95 "
Maxgen Technologies,Data Scientist,1,Mumbai," 1,191.95 "
Accion Labs,Data Scientist,1,Mumbai," 1,191.95 "
Worley,Data Scientist,1,Mumbai," 1,191.95 "
Yes Marketing,Data Scientist,1,Mumbai," 1,191.95 "
People Group,Data Scientist,1,Mumbai," 1,191.95 "
Fresher,Data Analyst,15,Bangalore," 17,879.25 "
udaan.com,Data Analyst,8,Bangalore," 9,535.60 "
Nones,Data Analyst,6,Bangalore," 7,151.70 "
Sandcube Analytics,Data Analyst,6,Bangalore," 7,151.70 "
Zyme Solutions,Data Analyst,4,Bangalore," 4,767.80 "
Professional,Data Analyst,4,Bangalore," 4,767.80 "
Accenture,Data Analyst,4,Bangalore," 4,767.80 "
Fresher,Data Analyst,4,Bangalore," 4,767.80 "
Gallagher,Data Analyst,4,Bangalore," 4,767.80 "
LatentView Analytics,Data Analyst,3,Bangalore," 3,575.85 "
Data Gyan,Data Analyst,3,Bangalore," 3,575.85 "
Sankhyana Consultancy Services,Data Analyst,3,Bangalore," 3,575.85 "
EY,Data Analyst,3,Bangalore," 3,575.85 "
Pramata,Data Analyst,3,Bangalore," 3,575.85 "
Tata Consultancy Services,Data Analyst,3,Bangalore," 3,575.85 "
Fresher Than Fresh,Data Analyst,3,Bangalore," 3,575.85 "
Total Infrastructure Management Solutions,Data Analyst,3,Bangalore," 3,575.85 "
Swiggy,Data Analyst,3,Bangalore," 3,575.85 "
Rainman Consulting,Data Analyst,3,Bangalore," 3,575.85 "
Amazon,Data Analyst,3,Bangalore," 3,575.85 "
Wells Fargo,Data Analyst,3,Bangalore," 3,575.85 "
Yukthi Datasoft,Data Analyst,2,Bangalore," 2,383.90 "
Predictive Research,Data Analyst,2,Bangalore," 2,383.90 "
TechnipFMC,Data Analyst,2,Bangalore," 2,383.90 "
Tarah Technologies,Data Analyst,2,Bangalore," 2,383.90 "
American Express,Data Analyst,2,Bangalore," 2,383.90 "
Betterplace Safety Solutions,Data Analyst,2,Bangalore," 2,383.90 "
Verificient Technologies,Data Analyst,12,Pune," 14,303.40 "
Professional,Data Analyst,6,Pune," 7,151.70 "
Resilinc,Data Analyst,6,Pune," 7,151.70 "
Machintel,Data Analyst,4,Pune," 4,767.80 "
iResearch Services,Data Analyst,4,Pune," 4,767.80 "
Yardi Systems,Data Analyst,3,Pune," 3,575.85 "
Selling Simplified,Data Analyst,3,Pune," 3,575.85 "
TSL Marketing,Data Analyst,3,Pune," 3,575.85 "
Wipro,Data Analyst,3,Pune," 3,575.85 "
Tata Communications,Data Analyst,3,Pune," 3,575.85 "
SSP Technology,Data Analyst,3,Pune," 3,575.85 "
Atidiv,Data Analyst,2,Pune," 2,383.90 "
Ubique Systems,Data Analyst,2,Pune," 2,383.90 "
Tech Data,Data Analyst,2,Pune," 2,383.90 "
Tata Technologies,Data Analyst,2,Pune," 2,383.90 "
AppZen,Data Analyst,2,Pune," 2,383.90 "
GiantView,Data Analyst,2,Pune," 2,383.90 "
BNY Mellon,Data Analyst,2,Pune," 2,383.90 "
Atos-Syntel,Data Analyst,2,Pune," 2,383.90 "
Gallagher,Data Analyst,2,Pune," 2,383.90 "
SBT Research,Data Analyst,2,Pune," 2,383.90 "
InfoCepts,Data Analyst,2,Pune," 2,383.90 "
Landytech,Data Analyst,2,Pune," 2,383.90 "
Multibrands International,Data Analyst,2,Pune," 2,383.90 "
KPIT Technologies,Data Analyst,2,Pune," 2,383.90 "
Collabera,Data Analyst,2,Pune," 2,383.90 "
Sakon,Data Analyst,2,Pune," 2,383.90 "
Indiacom,Data Analyst,2,Pune," 2,383.90 "
Data Philics,Data Analyst,2,Pune," 2,383.90 "
DONE by NONE,Data Analyst,2,Pune," 2,383.90 "
NVIDIA,Data Analyst,2,Pune," 2,383.90 "
AffinityX,Data Analyst,2,Pune," 2,383.90 "
NA World Services,Data Analyst,2,Pune," 2,383.90 "
Sokrati,Data Analyst,2,Pune," 2,383.90 "
Emcure Pharmaceuticals,Data Analyst,2,Pune," 2,383.90 "
Águas Guariroba,Data Analyst,1,Pune," 1,191.95 "
Abhijeet Group,Data Analyst,1,Pune," 1,191.95 "
Accenture,Data Analyst,1,Pune," 1,191.95 "
Ample Softech System,Data Analyst,1,Pune," 1,191.95 "
Perennial,Data Analyst,1,Pune," 1,191.95 "
,Data Analyst,1,Pune," 1,191.95 "
Appberry,Data Analyst,1,Pune," 1,191.95 "
TeamLease Staffing Solutions,Data Analyst,1,Pune," 1,191.95 "
Accenture,Data Analyst,1,Pune," 1,191.95 "
DataVinci Analytics Agency,Data Analyst,1,Pune," 1,191.95 "
Infort Technology,Data Analyst,1,Pune," 1,191.95 "
MIT,Data Analyst,1,Pune," 1,191.95 "
Kerlan-Jobe Orthopaedic Clinic,Data Analyst,1,Pune," 1,191.95 "
Amadeus,Data Analyst,1,Pune," 1,191.95 "
Mass Technologies,Data Analyst,1,Pune," 1,191.95 "
PhotoMath (CA),Data Analyst,1,Pune," 1,191.95 "
Lalit Roongta Group,Data Analyst,1,Pune," 1,191.95 "
Allianz,Data Analyst,1,Pune," 1,191.95 "
Prithvi Nath,Data Analyst,1,Pune," 1,191.95 "
ABC,Data Analyst,1,Pune," 1,191.95 "
Vereigen Media,Data Analyst,1,Pune," 1,191.95 "
Excelsior Research,Data Analyst,1,Pune," 1,191.95 "
Northern Alberta Institute of Technology,Data Analyst,1,Pune," 1,191.95 "
Tommy Hilfiger,Data Analyst,1,Pune," 1,191.95 "
Cummins,Data Analyst,1,Pune," 1,191.95 "
Zendesk,Data Analyst,1,Pune," 1,191.95 "
Innovatus Technologies,Data Analyst,1,Pune," 1,191.95 "
Flash Electronics (India),Data Analyst,1,Pune," 1,191.95 "
Diacto Technologies,Data Analyst,1,Pune," 1,191.95 "
Zen3 Info Solutions,Data Analyst,19,Hyderabad," 22,647.05 "
CAMP Systems,Data Analyst,9,Hyderabad," 10,727.55 "
GlobalData,Data Analyst,9,Hyderabad," 10,727.55 "
Unifytech,Data Analyst,7,Hyderabad," 8,343.65 "
Teleperformance,Data Analyst,5,Hyderabad," 5,959.75 "
Serco Group,Data Analyst,5,Hyderabad," 5,959.75 "
Quadrant Resource,Data Analyst,5,Hyderabad," 5,959.75 "
Fresher,Data Analyst,4,Hyderabad," 4,767.80 "
DataBeat,Data Analyst,4,Hyderabad," 4,767.80 "
EMPLOYERS,Data Analyst,3,Hyderabad," 3,575.85 "
Tata Steel,Data Analyst,2,Hyderabad," 2,383.90 "
Realshoppee Retail,Data Analyst,2,Hyderabad," 2,383.90 "
Technical Data Analysis,Data Analyst,2,Hyderabad," 2,383.90 "
Amazon,Data Analyst,2,Hyderabad," 2,383.90 "
Parexel,Data Analyst,2,Hyderabad," 2,383.90 "
Yes Bank,Data Analyst,2,Hyderabad," 2,383.90 "
Cogent Data Solutions,Data Analyst,2,Hyderabad," 2,383.90 "
Minvesta,Data Analyst,2,Hyderabad," 2,383.90 "
HCL Technologies,Data Analyst,2,Hyderabad," 2,383.90 "
SR Edu Solutions,Data Analyst,2,Hyderabad," 2,383.90 "
YES,Data Analyst,2,Hyderabad," 2,383.90 "
Freelancer,Data Analyst,2,Hyderabad," 2,383.90 "
DONE by NONE,Data Analyst,2,Hyderabad," 2,383.90 "
InsideView,Data Analyst,2,Hyderabad," 2,383.90 "
Next Education India,Data Analyst,2,Hyderabad," 2,383.90 "
myPaisaa,Data Analyst,1,Hyderabad," 1,191.95 "
Appen,Data Analyst,1,Hyderabad," 1,191.95 "
La casa one,Data Analyst,1,Hyderabad," 1,191.95 "
Dr. Reddy's,Data Analyst,1,Hyderabad," 1,191.95 "
Mindtree,Data Analyst,1,Hyderabad," 1,191.95 "
Innominds Software,Data Analyst,1,Hyderabad," 1,191.95 "
Snycon Software Solutions,Data Analyst,1,Hyderabad," 1,191.95 "
DataBeat,Data Analyst,1,Hyderabad," 1,191.95 "
Multiplier Solutions,Data Analyst,1,Hyderabad," 1,191.95 "
Novartis,Data Analyst,1,Hyderabad," 1,191.95 "
Object Technology Solutions India,Data Analyst,1,Hyderabad," 1,191.95 "
EE Technologies,Data Analyst,1,Hyderabad," 1,191.95 "
Nagamani Hospital,Data Analyst,1,Hyderabad," 1,191.95 "
Vidal Healthcare,Data Analyst,1,Hyderabad," 1,191.95 "
Unify,Data Analyst,1,Hyderabad," 1,191.95 "
Thomson Reuters,Data Analyst,1,Hyderabad," 1,191.95 "
HighRadius,Data Analyst,1,Hyderabad," 1,191.95 "
OYO,Data Analyst,1,Hyderabad," 1,191.95 "
Petpal,Data Analyst,1,Hyderabad," 1,191.95 "
American Airlines,Data Analyst,1,Hyderabad," 1,191.95 "
exceedsoft,Data Analyst,1,Hyderabad," 1,191.95 "
AnyTimeLoan.in,Data Analyst,1,Hyderabad," 1,191.95 "
Ardem,Data Analyst,1,Hyderabad," 1,191.95 "
Tata Consultancy Services,Data Analyst,1,Hyderabad," 1,191.95 "
Aria Tech IT Solutions,Data Analyst,1,Hyderabad," 1,191.95 "
WNS,Data Analyst,1,Hyderabad," 1,191.95 "
PowerBI Consulting,Data Analyst,1,Hyderabad," 1,191.95 "
Saksham Innovations,Data Analyst,1,Hyderabad," 1,191.95 "
TeacherActive,Data Analyst,1,Hyderabad," 1,191.95 "
Fountane,Data Analyst,1,Hyderabad," 1,191.95 "
American Express,Data Analyst,8,New Delhi," 9,535.60 "
b3Intelligence,Data Analyst,6,New Delhi," 7,151.70 "
Fresher,Data Analyst,6,New Delhi," 7,151.70 "
Competent Software,Data Analyst,6,New Delhi," 7,151.70 "
Freelancer,Data Analyst,6,New Delhi," 7,151.70 "
Concentrix,Data Analyst,6,New Delhi," 7,151.70 "
Annik Technology Services,Data Analyst,5,New Delhi," 5,959.75 "
QL2,Data Analyst,5,New Delhi," 5,959.75 "
Home Credit India,Data Analyst,4,New Delhi," 4,767.80 "
Value Edge Research Services,Data Analyst,4,New Delhi," 4,767.80 "
GALYTIX,Data Analyst,4,New Delhi," 4,767.80 "
Chatous,Data Analyst,4,New Delhi," 4,767.80 "
Apsidata solutions,Data Analyst,4,New Delhi," 4,767.80 "
Urban Company,Data Analyst,4,New Delhi," 4,767.80 "
Namekart,Data Analyst,4,New Delhi," 4,767.80 "
RCM Aeroservices,Data Analyst,4,New Delhi," 4,767.80 "
GALYTIX,Data Analyst,3,New Delhi," 3,575.85 "
Delhivery,Data Analyst,3,New Delhi," 3,575.85 "
TCS,Data Analyst,3,New Delhi," 3,575.85 "
ITC Infotech,Data Analyst,3,New Delhi," 3,575.85 "
Glorious Insights,Data Analyst,3,New Delhi," 3,575.85 "
McKinsey Knowledge Center,Data Analyst,3,New Delhi," 3,575.85 "
Masthead Technologies,Data Analyst,3,New Delhi," 3,575.85 "
Yatra Online Pvt Ltd,Data Analyst,3,New Delhi," 3,575.85 "
Edulyt India,Data Analyst,3,New Delhi," 3,575.85 "
Professional,Data Analyst,3,New Delhi," 3,575.85 "
NextGen Invent,Data Analyst,3,New Delhi," 3,575.85 "
OYO,Data Analyst,3,New Delhi," 3,575.85 "
Verificient Technologies,Data Analyst,3,New Delhi," 3,575.85 "
Upwork,Data Analyst,3,New Delhi," 3,575.85 "
SunTec Web Services,Data Analyst,3,New Delhi," 3,575.85 "
First Student,Data Analyst,3,New Delhi," 3,575.85 "
iTech Mission,Data Analyst,3,New Delhi," 3,575.85 "
Freelancer,Data Analyst,2,New Delhi," 2,383.90 "
Snapdeal,Data Analyst,2,New Delhi," 2,383.90 "
ATS Services (India),Data Analyst,2,New Delhi," 2,383.90 "
Optum Global Solutions India,Data Analyst,2,New Delhi," 2,383.90 "
Adda 247,Data Analyst,2,New Delhi," 2,383.90 "
ShipRocket,Data Analyst,2,New Delhi," 2,383.90 "
SupplyCopia,Data Analyst,2,New Delhi," 2,383.90 "
GroupM,Data Analyst,2,New Delhi," 2,383.90 "
StepOut Solutions,Data Analyst,2,New Delhi," 2,383.90 "
Zomato,Data Analyst,2,New Delhi," 2,383.90 "
Tata Consultancy Services,Data Analyst,2,New Delhi," 2,383.90 "
Research & Ranking,Data Analyst,2,New Delhi," 2,383.90 "
Microtek International (India),Data Analyst,2,New Delhi," 2,383.90 "
Unyscape Infocom,Data Analyst,2,New Delhi," 2,383.90 "
United Airlines,Data Analyst,2,New Delhi," 2,383.90 "
Xceedance,Data Analyst,2,New Delhi," 2,383.90 "
Promien Services,Data Analyst,2,New Delhi," 2,383.90 "
Loginworks,Data Analyst,2,New Delhi," 2,383.90 "
Score Me,Data Analyst,2,New Delhi," 2,383.90 "
Willis Towers Watson,Data Analyst,2,New Delhi," 2,383.90 "
Fresher,Data Analyst,11,Mumbai," 13,111.45 "
TCS,Data Analyst,5,Mumbai," 5,959.75 "
Decimal Point Analytics,Data Analyst,4,Mumbai," 4,767.80 "
ICICI Bank,Data Analyst,4,Mumbai," 4,767.80 "
Hudl,Data Analyst,4,Mumbai," 4,767.80 "
First Student,Data Analyst,4,Mumbai," 4,767.80 "
DONE by NONE,Data Analyst,4,Mumbai," 4,767.80 "
Tata Communications,Data Analyst,3,Mumbai," 3,575.85 "
FieldGlobal Market Research,Data Analyst,3,Mumbai," 3,575.85 "
LogisticsNow,Data Analyst,3,Mumbai," 3,575.85 "
Think Analytics,Data Analyst,3,Mumbai," 3,575.85 "
cross-tab marketing services pvt.,Data Analyst,3,Mumbai," 3,575.85 "
Bahar Infotech,Data Analyst,2,Mumbai," 2,383.90 "
LTI,Data Analyst,2,Mumbai," 2,383.90 "
The Sparks Foundation,Data Analyst,2,Mumbai," 2,383.90 "
SAP,Data Analyst,2,Mumbai," 2,383.90 "
Viacom 18,Data Analyst,2,Mumbai," 2,383.90 "
Fresher,Data Analyst,2,Mumbai," 2,383.90 "
CRISIL,Data Analyst,2,Mumbai," 2,383.90 "
Rein Labs,Data Analyst,2,Mumbai," 2,383.90 "
CMC,Data Analyst,2,Mumbai," 2,383.90 "
GreenPoint Global,Data Analyst,2,Mumbai," 2,383.90 "
Motilal Oswal Financial Services,Data Analyst,2,Mumbai," 2,383.90 "
TWGE Solutions,Data Analyst,2,Mumbai," 2,383.90 "
PwC,Data Analyst,2,Mumbai," 2,383.90 "
InSync Analytics,Data Analyst,2,Mumbai," 2,383.90 "
